TC ID,Objective,Test Steps,Expected Result,Actual Result
TC ID - 144,Verify the IP address field accepts and displays a valid IP address.,"1. Open the BraceLink application.
 2. Navigate to Smart Testing.
 3. Check the IP address field.
 4. Enter a valid IP address.
 5. Check the value displayed in the field.","1. BraceLink should open successfully.
 2. Smart Testing should be displayed.
 3. The IP address field should be available.
 4. The valid IP address should be accepted.
 5. The entered IP address should be displayed correctly.",
TC ID - 145,Verify the Port field accepts and displays a valid port number.,"1. Open Smart Testing.
 2. Check the Port field.
 3. Enter a valid port number.
 4. Check the entered value.
 5. Verify the field accepts the port value.","1. Smart Testing should open successfully.
 2. The Port field should be visible.
 3. The valid port number should be accepted.
 4. The entered value should be displayed correctly.
 5. The Port field should accept the valid value.",
TC ID - 146,Verify the Device field accepts and displays a valid device ID.,"1. Open Smart Testing.
 2. Check the Device field.
 3. Enter a valid device ID.
 4. Check the entered value.
 5. Verify the Device field displays the value correctly.","1. Smart Testing should open successfully.
 2. The Device field should be visible.
 3. The valid device ID should be accepted.
 4. The entered device ID should be displayed.
 5. The Device field should display the correct value.",
TC ID - 147,"Verify the application establishes an MES connection using valid IP, Port, and Device details.","1. Open the Brace application.
 2. Open the BraceLink application and go to Smart Testing.
 3. Enter valid IP, Port, and Device details.
 4. Click Connect.
 5. Check the connection status.","1. The Brace application should open successfully.
 2. Smart Testing should be displayed.
 3. Valid connection details should be entered.
 4. The connection should be established successfully.
 5. The connection status should indicate the active connection.",
TC ID - 148,Verify the system handles an invalid IP address correctly.,"1. Open Smart Testing.
 2. Enter an invalid IP address.
 3. Enter valid Port and Device details.
 4. Click Connect.
 5. Check the connection status and message.","1. Smart Testing should open successfully.
 2. The invalid IP address should be entered or validated.
 3. Valid Port and Device details should be available.
 4. The connection should not be established.
 5. An appropriate error or connection failure indication should be displayed.",
TC ID - 149,Verify the system handles an invalid or unavailable Port correctly.,"1. Open Smart Testing.
 2. Enter a valid IP address.
 3. Enter an invalid or unavailable Port.
 4. Enter a valid Device ID.
 5. Click Connect and check the result.","1. Smart Testing should open successfully.
 2. The valid IP address should be accepted.
 3. The invalid or unavailable Port should be detected.
 4. The Device ID should be accepted.
 5. The connection should fail safely and an appropriate error should be shown.",
TC ID - 150,Verify the active MES connection can be disconnected successfully.,"1. Open Smart Testing.
 2. Enter valid connection details.
 3. Click Connect.
 4. Wait until the connection is established.
 5. Click Disconnect and check the status.","1. Smart Testing should open successfully.
 2. Valid connection details should be accepted.
 3. The connection should be established.
 4. The active connection should be shown.
 5. The connection should be closed and the status should change accordingly.",
TC ID - 151,Verify the connection status indicator changes correctly based on the connection state.,"1. Open Smart Testing.
 2. Check the status before connecting.
 3. Enter valid connection details and click Connect.
 4. Check the status after connection.
 5. Click Disconnect and check the status again.","1. The initial status should be displayed correctly.
 2. The disconnected state should be indicated correctly.
 3. The system should establish the connection.
 4. The connected status should be indicated correctly.
 5. The status should change back after disconnection.",
TC ID - 152,Verify the test category dropdown displays the available test categories.,"1. Open Smart Testing.
 2. Locate the test category dropdown.
 3. Click the dropdown.
 4. Review the available categories.
 5. Verify the category names are displayed correctly.","1. Smart Testing should open successfully.
 2. The test category dropdown should be visible.
 3. The dropdown should open successfully.
 4. Available categories should be listed.
 5. The category names should be readable and correct.",
TC ID - 153,Verify selecting a test category loads the corresponding test cases.,"1. Open the test category dropdown.
 2. Select a valid test category.
 3. Wait for the test list to update.
 4. Review the displayed test cases.
 5. Verify the selected category is reflected in the list.","1. The dropdown should open successfully.
 2. The selected category should be displayed.
 3. The test list should update successfully.
 4. Relevant test cases should be displayed.
 5. The displayed tests should belong to the selected category.",
TC ID - 154,"Verify the test case list displays Test Name, Category, Status, and Last Run correctly.","1. Open Smart Testing.
 2. Select the required test category.
 3. Check the test case table.
 4. Review Test Name, Category, Status, and Last Run columns.
 5. Verify the displayed test case information.","1. Smart Testing should open successfully.
 2. The selected category should load.
 3. The test case table should be visible.
 4. The required columns should be displayed.
 5. Test case information should be displayed correctly.",
TC ID - 155,Verify each unexecuted test case displays the correct initial status.,"1. Open Smart Testing.
 2. Select a test category.
 3. Review the Status column.
 4. Check the status of an unexecuted test.
 5. Verify the displayed status.","1. Smart Testing should open successfully.
 2. The test category should load.
 3. The Status column should be visible.
 4. An unexecuted test should show its initial status.
 5. The initial status should be displayed correctly, such as Pending.",
TC ID - 156,Verify the Start button initiates the selected test execution.,"1. Open the Brace application.
 2. Open BraceLink and navigate to Smart Testing.
 3. Establish the required connection.
 4. Select the required test category or test.
 5. Click Start.","1. The Brace application should open successfully.
 2. BraceLink Smart Testing should be displayed.
 3. The required connection should be active.
 4. The required test should be available for execution.
 5. The selected test execution should start successfully.",
TC ID - 157,Verify the Equipment Presence Check test executes successfully and updates its result.,"1. Open the Brace application.
 2. Open BraceLink Smart Testing and connect to the equipment.
 3. Select Equipment Presence Check.
 4. Click Start.
 5. Check the test status and logs.","1. The Brace application should open successfully.
 2. BraceLink should connect successfully.
 3. Equipment Presence Check should be available.
 4. The test should start successfully.
 5. The test result and execution log should be updated correctly.",
TC ID - 158,Verify the Equipment Status Request test sends the request and records the expected response.,"1. Open the Brace application.
 2. Open BraceLink Smart Testing and connect to the equipment.
 3. Select Equipment Status Request.
 4. Click Start.
 5. Check the response, status, and logs.","1. The applications should open successfully.
 2. The equipment connection should be active.
 3. The Equipment Status Request test should be available.
 4. The request should be sent successfully.
 5. The expected response and test result should be recorded.",
TC ID - 159,Verify the Status Variable Request test executes and records the test result.,"1. Open the Brace application.
 2. Open BraceLink Smart Testing and connect to the equipment.
 3. Select Status Variable Request.
 4. Click Start.
 5. Check the test status and communication logs.","1. The applications should open successfully.
 2. The equipment connection should be active.
 3. The Status Variable Request test should be available.
 4. The request should execute successfully.
 5. The test status and communication details should be recorded.",
TC ID - 160,Verify the Communication Establishment test establishes communication successfully.,"1. Open the Brace application.
 2. Open BraceLink Smart Testing.
 3. Enter valid connection details.
 4. Select Communication Establishment and click Start.
 5. Check the connection result and logs.","1. The Brace application should open successfully.
 2. BraceLink Smart Testing should open successfully.
 3. Valid connection details should be accepted.
 4. The communication test should start successfully.
 5. The communication result should be displayed and logged correctly.",
TC ID - 161,Verify the test status is updated correctly after test execution.,"1. Open Smart Testing.
 2. Select an available test case.
 3. Check its initial status.
 4. Click Start and wait for execution to complete.
 5. Check the Status column again.","1. Smart Testing should open successfully.
 2. The test case should be available.
 3. The initial status should be displayed.
 4. The test should execute successfully or complete with a result.
 5. The Status column should update to the appropriate result such as Pass or Fail.",
TC ID - 162,Verify the Last Run column is updated with the latest test execution time.,"1. Open Smart Testing.
 2. Select an available test case.
 3. Note the current Last Run value.
 4. Execute the test using Start.
 5. Check the Last Run value after execution.","1. Smart Testing should open successfully.
 2. The test case should be available.
 3. The existing Last Run value should be displayed.
 4. The test should complete with a result.
 5. The Last Run value should be updated with the latest execution time.",
TC ID - 163,Verify MES communication messages are recorded in the MES Logs tab.,"1. Open Smart Testing.
 2. Establish the MES connection.
 3. Execute an MES-related test.
 4. Open the MES Logs tab.
 5. Review the communication entries.","1. Smart Testing should open successfully.
 2. The MES connection should be active.
 3. The MES test should execute.
 4. The MES Logs tab should be available.
 5. MES communication messages should be recorded correctly.",
TC ID - 164,Verify R2R communication messages are recorded in the R2R Logs tab when applicable.,"1. Open Smart Testing.
 2. Establish the required connection.
 3. Execute an R2R-related test if available.
 4. Open the R2R Logs tab.
 5. Review the displayed entries.","1. Smart Testing should open successfully.
 2. The required connection should be active.
 3. The R2R test should execute when applicable.
 4. The R2R Logs tab should be available.
 5. R2R communication messages should be recorded when applicable.",
TC ID - 165,Verify FDC communication messages are recorded in the FDC Logs tab when applicable.,"1. Open Smart Testing.
 2. Establish the required connection.
 3. Execute an FDC-related test if available.
 4. Open the FDC Logs tab.
 5. Review the displayed entries.","1. Smart Testing should open successfully.
 2. The required connection should be active.
 3. The FDC test should execute when applicable.
 4. The FDC Logs tab should be available.
 5. FDC communication messages should be recorded when applicable.",
TC ID - 166,Verify a failed test displays the correct failure status and corresponding log information.,"1. Open Smart Testing.
 2. Connect to the equipment.
 3. Run a test using a controlled failure condition.
 4. Wait for the test to complete.
 5. Check the test status and logs.","1. Smart Testing should open successfully.
 2. The equipment connection should be active.
 3. The controlled failure condition should be detected.
 4. The test should complete with a failure result.
 5. The status should show failure and related log information should be recorded.",
TC ID - 167,Verify the system prevents test execution when MES communication is not established.,"1. Open Smart Testing.
 2. Do not establish the MES connection.
 3. Select an available test case.
 4. Click Start.
 5. Check the application response.","1. Smart Testing should open successfully.
 2. The MES connection should remain inactive.
 3. The test case should be available.
 4. The system should prevent or safely handle test execution.
 5. An appropriate connection error or message should be displayed.",
TC ID - 168,Verify the system handles test execution when no valid test case is selected.,"1. Open Smart Testing.
 2. Establish the required connection.
 3. Do not select a valid test case.
 4. Click Start.
 5. Check the application response.","1. Smart Testing should open successfully.
 2. The connection should be active.
 3. No valid test should be selected.
 4. The system should not start an undefined test.
 5. An appropriate validation message should be displayed.",
TC ID - 169,Verify test execution handles unexpected communication loss without crashing.,"1. Open Smart Testing and establish the connection.
 2. Select an available test case.
 3. Click Start.
 4. Disconnect or interrupt the equipment connection during execution.
 5. Check the test status and application response.","1. The connection should be established before execution.
 2. The test should be available.
 3. The test should start successfully.
 4. The connection loss should be detected.
 5. The test should fail or stop safely and the application should remain stable.",
TC ID - 170,Verify the system handles an invalid Device ID correctly.,"1. Open Smart Testing.
 2. Enter a valid IP and Port.
 3. Enter an invalid Device ID.
 4. Click Connect.
 5. Check the connection status and message.","1. Smart Testing should open successfully.
 2. The valid IP and Port should be accepted.
 3. The invalid Device ID should be detected or rejected.
 4. The connection should not be established with invalid device details.
 5. An appropriate error or connection failure message should be displayed.",
TC ID - 171,Verify multiple test cases can be executed sequentially with correct status and log information.,"1. Open Smart Testing and establish the connection.
 2. Select and run the first test case.
 3. Wait for the first test to complete.
 4. Select and run another test case.
 5. Check the status and logs of both tests.","1. The connection should be established successfully.
 2. The first test should execute and complete.
 3. The first test result should be recorded.
 4. The second test should execute successfully.
 5. Each test should have the correct status and corresponding log information without overwriting the other result.",
TC ID - 172,"Verify selecting TestImplantation project displays the correct Project Summary details (Project Name, Customer, Project Code).","1. Navigate to the Overview page
2. Select 'TestImplantation' from the Current Project dropdown
3. Review the Project Summary card","1. Overview page is displayed
2. TestImplantation project is selected and page refreshes
3. Project Summary displays Project Name: TestImplantation, Customer: Vecco, Project Code: IMP-HE2000-FAB002","1. Overview page displayed as expected
2. TestImplantation project selected and page refreshed
3. Project Summary displayed Project Name: TestImplantation, Customer: Vecco, Project Code: IMP-HE2000-FAB002 correctly"
TC ID - 173,Verify the SV Count displayed matches the selected project data.,"1. Select 'TestImplantation' from the Current Project dropdown
2. Observe the 'SV Counts' widget under Project Overview","1. Project Overview section refreshes for the selected project
2. SV Counts widget displays the correct count of 6 SVs","1. Project Overview section refreshed for the selected project
2. SV Counts widget displayed the correct count of 6 SVs"
TC ID - 174,Verify the DV Count displayed matches the selected project data.,"1. Select 'TestImplantation' from the Current Project dropdown
2. Observe the 'DV Counts' widget under Project Overview","1. Project Overview section refreshes for the selected project
2. DV Counts widget displays the correct count of 3 DVs","1. Project Overview section refreshed for the selected project
2. DV Counts widget displayed the correct count of 3 DVs"
TC ID - 175,Verify the Remote Commands (RC) Count displayed matches the selected project data.,"1. Select 'TestImplantation' from the Current Project dropdown
2. Observe the 'Remote Commands Count' widget under Project Overview","1. Project Overview section refreshes for the selected project
2. Remote Commands Count widget displays the correct count of 7 RCs","1. Project Overview section refreshed for the selected project
2. Remote Commands Count widget displayed the correct count of 7 RCs"
TC ID - 176,Verify the Scripts Count displayed matches the selected project data.,"1. Select 'TestImplantation' from the Current Project dropdown
2. Observe the 'Scripts Counts' widget under Project Overview","1. Project Overview section refreshes for the selected project
2. Scripts Counts widget displays the correct count of 4 Script(s)","1. Project Overview section refreshed for the selected project
2. Scripts Counts widget displayed the correct count of 4 Script(s)"
TC ID - 177,Verify changing the selected project updates all Overview statistics correctly.,"1. Select 'TestImplantation' from the Current Project dropdown and note SV, DV, RC and Scripts Counts
2. Change the selection to 'CVD Furnace System' from the dropdown
3. Observe SV, DV, RC and Scripts Counts widgets","1. Statistics for TestImplantation are displayed and recorded
2. Page refreshes to load the newly selected project
3. All widgets update to display statistics specific to CVD Furnace System, distinct from TestImplantation values","1. Statistics for TestImplantation displayed and recorded correctly
2. Page refreshed and loaded the newly selected project
3. All widgets updated to display statistics specific to CVD Furnace System as expected"
TC ID - 178,Verify Total Projects count is displayed correctly.,"1. Navigate to the Overview page
2. Observe the 'Total Projects in System' card under Overall Project section","1. Overview page is displayed with the Overall Project section
2. Card displays 'Active Projects' count of 14, matching the total number of projects configured in the system","1. Overview page displayed with Overall Project section
2. Card displayed Active Projects count of 14, matching total projects configured"
TC ID - 179,Verify Summary section displays the correct Tools Integrated count.,"1. Navigate to the Overview page
2. Observe the 'Tools Integrated' value under the Summary section","1. Overview page is displayed with the Summary section
2. Tools Integrated value displays correctly as 1","1. Overview page displayed with Summary section
2. Tools Integrated value displayed correctly as 1"
TC ID - 180,Verify Summary section displays the correct Tests Executed count.,"1. Navigate to the Overview page
2. Observe the 'Tests Executed' value under the Summary section","1. Overview page is displayed with the Summary section
2. Tests Executed value displays correctly as 7","1. Overview page displayed with Summary section
2. Tests Executed value displayed correctly as 7"
TC ID - 181,Verify Project Overview refreshes immediately after selecting another project.,"1. Navigate to the Overview page with TestImplantation selected
2. Select 'CVD Furnace System' from the Current Project dropdown
3. Observe the time taken for Project Overview section to refresh","1. Overview page displays TestImplantation data initially
2. Dropdown selection changes to CVD Furnace System
3. Project Overview section refreshes immediately without manual page reload","1. Overview page displayed TestImplantation data initially
2. Dropdown selection changed to CVD Furnace System
3. Project Overview section refreshed immediately without manual page reload"
TC ID - 182,Verify Overview page does not display data from previously selected project after project change.,"1. Select 'TestImplantation' and note the Project Summary and count values displayed
2. Switch the Current Project dropdown to 'CVD Furnace System'
3. Verify no residual TestImplantation data (Project Name, Code, Counts) remains on screen","1. TestImplantation data is displayed and recorded
2. Selection changes to CVD Furnace System
3. Only CVD Furnace System data is displayed; no TestImplantation values remain visible","1. TestImplantation data displayed and recorded correctly
2. Selection changed to CVD Furnace System
3. Only CVD Furnace System data displayed; no residual TestImplantation values found"
TC ID - 183,Verify Overview page handles project selection without any UI errors or crashes.,"1. Navigate to the Overview page
2. Rapidly switch between multiple projects in the Current Project dropdown several times
3. Observe application behaviour, console, and UI responsiveness","1. Overview page loads successfully
2. Each project selection is processed without lag
3. No UI errors, broken layout, or application crash occurs during repeated switching","1. Overview page loaded successfully
2. Each project selection processed without lag
3. No UI errors, broken layout, or crash occurred during repeated switching"
TC ID - 184,Verify the Workspace page loads successfully.,"1. Login to BraceLink Integration Platform
2. Click on 'WorkSpace' from the left navigation panel
3. Observe the page load","1. Login is successful
2. WorkSpace page opens with 'Manage documents, extraction and equipment model for the current project.' subtitle
3. Page loads with Project Info, Upload Document, Extraction and SML Definitions tabs visible","1. Login successful
2. WorkSpace page opened with correct subtitle
3. Page loaded with all four tabs visible as expected"
TC ID - 185,Verify Project Code is displayed correctly.,"1. Navigate to WorkSpace > Project Info tab
2. Observe the 'Project Code' field value","1. Project Info tab displays Project Information section
2. Project Code field displays 'IMP-HE2000-FAB002' correctly","1. Project Info tab displayed Project Information section
2. Project Code field displayed 'IMP-HE2000-FAB002' correctly"
TC ID - 186,Verify Vendor Name is displayed correctly.,"1. Navigate to WorkSpace > Project Info tab
2. Observe the 'Vendor Name' field value","1. Project Info tab displays Project Information section
2. Vendor Name field displays 'Vecco' correctly","1. Project Info tab displayed Project Information section
2. Vendor Name field displayed 'Vecco' correctly"
TC ID - 187,Verify Tool information is displayed correctly.,"1. Navigate to WorkSpace > Project Info tab
2. Observe the 'Tool' field value","1. Project Info tab displays Project Information section
2. Tool field displays 'ETCH' correctly","1. Project Info tab displayed Project Information section
2. Tool field displayed 'ETCH' correctly"
TC ID - 188,Verify Created Date and Time are displayed correctly.,"1. Navigate to WorkSpace > Project Info tab
2. Observe the 'Created At' field value","1. Project Info tab displays Project Information section
2. Created At field displays the correct date and time '13-Jul-2026 08:27 AM' in DD-Mon-YYYY hh:mm AM/PM format","1. Project Info tab displayed Project Information section
2. Created At field displayed '13-Jul-2026 08:27 AM' in the correct format"
TC ID - 189,Verify clicking Edit Project opens the project details for editing.,"1. Navigate to WorkSpace > Project Info tab
2. Click on the 'Edit Project' button","1. Project Info tab displays Project Information with Edit Project button visible
2. Project Information fields become editable, pre-populated with existing project data","1. Project Info tab displayed Project Information with Edit Project button visible
2. Project Information fields became editable, pre-populated with existing project data"
TC ID - 190,Verify project details can be edited and saved successfully for project name,"1. Click 'Edit Project' on an existing project
2. Update the Description field with a new value for project name 
3. Click the Update button","1. Project fields become editable
2. New description value is entered in the field
3. Changes are saved","1. Project fields became editable
2. New project name entered in the field
3. Changes not updated in the field"
TC ID - 191,Verify project details can be edited and saved successfully for vendor name,"1. Click 'Edit Project' on an existing project
2. Update the Description field with a new value for vendor name a
3. Click the Update button","1. Project fields become editable
2. New description value is entered in the field
3. Changes are saved","1. Project fields became editable
2. New vendor name entered in the field
3. Changes updated in the field"
TC ID - 192,Verify project details can be edited and saved successfully tool,"1. Click 'Edit Project' on an existing project
2. Update the field with a new value for TOOL
3. Click the Update button","1. Project fields become editable
2. New description value is entered in the field
3. Changes are saved successfully and a success confirmation is shown","1. Project fields became editable
2. New tool value entered in the field
3. Changes not updated in the tool field"
TC ID - 193,Verify dupilcation are handled correctly in Project Name fields in edit tab,"1. Navigate to WorkSpace > Project Info tab,Click 'Edit Project' on an existing project
2. Enterexisting in the Project Name
3. Click the 'update' button","1. Project feild become editable 
2. Existing name are entered in the input fields
3. System should not accepts existing name and display a messge the name already exist","1. Project feilf become editable 
2.Existing name entered in the input fields
3. System is accepts existing name and does not display a messge that name already exist"
TC ID - 194,Verify dupilcation are handled correctly in Project code fields in edit tab,"1. Navigate to WorkSpace > Project Info tab,Click 'Edit Project' on an existing project
2. Enterexisting in the Project Name
3. Click the 'update' button","1. Project feild become editable 
2. Existing code are entered in the input fields
3. System should not accepts existing code and display a messge the name already exist","1. Project feilf become editable 
2.Existing code e entered in the input fields
3. System is accepts existing code and does not display a messge that name already exist"
TC ID - 195,Verify the success message is displayed after updating project details in the Edit Project tab,"1. Navigate to WorkSpace > Project Info tab.
2. Click Edit Project on an existing project.
3. Modify one or more project details (e.g., Project Name or Description).
4. Click the Update button.","1. Project fields become editable.
2. The modified project details are accepted.
3. The project is updated successfully.
4. A success message ""Project updated successfully"" is displayed.
5. The updated project details are reflected in the Project Information section.","1. Project fields became editable.
2. The modified project details were accepted.
3. The project was updated successfully.
4. The success message ""Project updated successfully"" was displayed.
5. The updated project details were reflected in the Project Information section."
TC ID - 196,Verify updated project information is reflected in Project Information after saving.,"1. Edit and save the Description field for the current project
2. Return to the Project Info tab / allow the page to refresh
3. Review the Project Information section","1. Description is updated and saved successfully
2. Project Info tab reloads with latest data
3. Project Information section displays the newly updated Description value","1. Description updated not saved 
2. Project Info tab is not reloaded with latest data
3. Project Information section does not displayed the newly updated Description value"
TC ID - 197,Verify clicking Add Project creates a new project when all mandatory fields are entered correctly.,"1. Navigate to WorkSpace > Project Info tab
2. Enter valid values in Project Name, Vendor Name, Project Code fields and select a Tool
3. Click the 'Add' button","1. Add New Project form is displayed with empty input fields
2. All mandatory fields are populated with valid data
3. Project is created successfully and a success message is displayed","1. Add New Project form displayed with empty input fields
2. All mandatory fields populated with valid data
3. Project created successfully with success message displayed"
TC ID - 198,Verify newly added project appears in the Current Project dropdown.,"1. Successfully add a new project 'FurnaceTest02' via the Add New Project form
2. Click on the Current Project dropdown at the top right","1. New project 'FurnaceTest02' is created successfully
2. Dropdown list includes 'FurnaceTest02' along with existing projects","1. New project 'FurnaceTest02' created successfully
2. Dropdown list included 'FurnaceTest02' along with existing projects"
TC ID - 199,Verify selecting the newly created project displays its information correctly.,"1. Select 'FurnaceTest02' from the Current Project dropdown
2. Review the Project Information section on the Project Info tab","1. Selected project changes to FurnaceTest02 and page refreshes
2. Project Information section displays FurnaceTest02's Project Name, Code, Vendor Name and Tool as entered during creation","1. Selected project changed to FurnaceTest02 and page refreshed
2. Project Information section displayed FurnaceTest02 details correctly as entered during creation"
TC ID - 200,Verify validation message is displayed when Project Name is left blank and Add Project is clicked.,"1. Navigate to WorkSpace > Project Info tab
2. Leave the Project Name field empty and fill other fields
3. Click the 'Add' button","1. Add New Project form is displayed
2. Project Name field remains blank
3. A Validation popup is displayed with the message 'Please enter Project Name.'","1. Add New Project form displayed
2. Project Name field remained blank
3. Validation popup displayed with the message 'Please enter Project Name.' as expected"
TC ID - 201,Verify project is not created when mandatory Project Name is empty.,"1. Leave Project Name blank and fill remaining fields with valid data
2. Click 'Add' and acknowledge the validation popup
3. Check the Current Project dropdown for a new entry","1. Form is submitted with Project Name blank
2. Validation error is shown and acknowledged
3. No new project is added to the Current Project dropdown","1. Form submitted with Project Name blank
2. Validation error shown and acknowledged
3. No new project was added to the Current Project dropdown, confirming project was not created"
TC ID - 202,Verify validation message is displayed when Tool is not selected.,"1. Navigate to WorkSpace > Project Info tab
2. Enter a valid Project Name and leave the Tool dropdown unselected
3. Click the 'Add' button","1. Add New Project form is displayed
2. Project Name is filled; Tool field remains unselected
3. A Validation popup is displayed prompting the user to select a Tool","1. Add New Project form displayed
2. Project Name filled; Tool field remained unselected
3. Validation popup displayed prompting the user to select a Tool"
TC ID - 203,Verify project is not created when mandatory fields are missing.,"1. Leave both Project Name and Tool fields blank
2. Click the 'Add' button
3. Verify the Current Project dropdown and project list for the incomplete entry","1. Add New Project form is submitted with mandatory fields missing
2. Validation popup is displayed and project creation is blocked
3. No incomplete project record is created in the system","1. Add New Project form submitted with mandatory fields missing
2. Validation popup displayed and project creation was blocked
3. No incomplete project record was created in the system"
TC ID - 204,Verify user can close the validation popup successfully.,"1. Trigger the validation popup by clicking 'Add' with Project Name blank
2. Click the 'OK' button or the close (X) icon on the Validation popup","1. Validation popup is displayed with the error message
2. Validation popup closes and user is returned to the Add New Project form","1. Validation popup displayed with the error message
2. Validation popup closed successfully and user was returned to the Add New Project form"
TC ID - 205,Verify entered data remains available after closing the validation message.,"1. Enter valid data in Vendor Name and Project Code fields, leave Project Name blank
2. Click 'Add' to trigger the Validation popup
3. Close the Validation popup and review the form fields","1. Form fields are populated as entered
2. Validation popup is displayed
3. Previously entered Vendor Name and Project Code values remain intact in the form after closing the popup","1. Form fields populated as entered
2. Validation popup displayed
3. Previously entered Vendor Name and Project Code values remained intact after closing the popup"
TC ID - 206,Verify application does not crash when invalid project details are submitted.,"1. Repeatedly submit the Add New Project form with missing mandatory fields
2. Close each Validation popup that appears
3. Observe overall application stability and responsiveness","1. Each invalid submission triggers the Add button click
2. Validation popups are closed one after another without issue
3. Application remains stable with no crash, freeze, or unexpected behaviour","1. Each invalid submission triggered the Add button click as expected
2. Validation popups closed one after another without issue
3. Application remained stable with no crash, freeze, or unexpected behaviour"
TC ID - 207,Verify Add Project button remains functional after validation error.,"1. Submit the Add New Project form with Project Name blank to trigger a validation error
2. Close the Validation popup
3. Enter a valid Project Name and click 'Add' again","1. Validation popup appears for the blank Project Name
2. Popup closes and form remains on screen
3. Project is created successfully, confirming the Add button remains functional after the earlier error","1. Validation popup appeared for the blank Project Name
2. Popup closed and form remained on screen
3. Project created successfully, confirming the Add button remained functional after the earlier error"
TC ID - 208,Verify duplicate project code is not accepted (if uniqueness is required).,"1. Navigate to WorkSpace > Project Info tab
2. Enter a existing Project Name but reuse an new Project Code 
3. Click the 'Add' button","1. Add New Project form is displayed
2. Form is filled with a duplicate Project name
3. System displays a validation/error message indicating the Project Name already exists, and the project is not created","1. Add New Project form displayed
2. Form filled with a duplicate Project Name 
3. System displayed error message indicating duplicate Project Name, and project was not created"
TC ID - 209,Verify duplicate project code is not accepted (if uniqueness is required).,"1. Navigate to WorkSpace > Project Info tab
2. Enter a new Project Name but reuse an existing Project Code 'IMP-HE2000-FAB002'
3. Click the 'Add' button","1. Add New Project form is displayed
2. Form is filled with a duplicate Project Code
3. System displays a validation/error message indicating the Project Code already exists, and the project is not created","1. Add New Project form displayed
2. Form filled with a duplicate Project Code
3. System displayed a validation/error message indicating duplicate Project Code, and project was not created"
TC ID - 210,Verify special characters are handled correctly in Project Name and Project Code fields.,"1. Navigate to WorkSpace > Project Info tab
2. Enter special characters in the Project Name and Project Code fields
3. Click the 'Add' button","1. Add New Project form is displayed
2. Special characters are entered in the input fields
3. System either accepts valid special characters gracefully or displays an appropriate validation message, without breaking the UI","1. Add New Project form displayed
2. Special characters entered in the input fields
3. System handled special characters gracefully with appropriate validation, and UI remained stable"
TC ID - 211,Verify maximum character length validation for Project Name.,"1. Navigate to WorkSpace > Project Info tab
2. Enter a Project Name value exceeding the allowed maximum character length
3. Click the 'Add' button","1. Add New Project form is displayed
2. Field either restricts further input at the maximum limit or accepts the entry
3. System either truncates/restricts the input at the defined maximum length or displays a validation message; excess data is not saved","1. Add New Project form displayed
2. Field restricted further input at the maximum limit as designed
3. System restricted input at the defined maximum length and excess data was not saved"
TC ID - 212,Verify maximum character length validation for Project Description.,"1. Navigate to WorkSpace > Project Info tab
2. Enter a Project Description exceeding the allowed maximum character length
3. Click the 'Add' button","1. Add New Project form is displayed
2. Description field either restricts further input at the maximum limit or accepts the entry
3. System either restricts input at the defined maximum length or displays a validation message; excess data is not saved","1. Add New Project form displayed
2. Description field restricted further input at the maximum limit as designed
3. System restricted input at the defined maximum length and excess data was not saved"
TC ID - 213,Verify the Upload Document page loads successfully.,"1. Navigate to WorkSpace
2. Click on the 'Upload Document' tab
3. Observe the page load","1. WorkSpace page is displayed with Project Info, Upload Document, Extraction and SML Definitions tabs
2. Upload Document tab is selected and highlighted
3. Page loads with Document Type dropdown, Browse button, file path field, Upload button, and document list grid","1. WorkSpace page displayed with all tabs as expected
2. Upload Document tab selected and highlighted correctly
3. Page loaded with all elements visible as expected"
TC ID - 214,"Verify the Document Type dropdown (e.g., GEM Manual, SML Scripts) is displayed and selectable.","1. Navigate to WorkSpace > Upload Document tab
2. Click on the Document Type dropdown (currently showing 'GEM Manual')
3. Select a different option such as 'SML Scripts'","1. Document Type dropdown is visible and defaults to 'GEM Manual'
2. Dropdown expands showing available document type options
3. Selected value updates to 'SML Scripts' in the dropdown field","1. Document Type dropdown visible and defaulted to 'GEM Manual'
2. Dropdown expanded showing available document type options
3. Selected value updated to 'SML Scripts' correctly"
TC ID - 215,Verify clicking the Browse button opens the file selection dialog.,"1. Navigate to WorkSpace > Upload Document tab
2. Click on the 'Browse' button","1. Upload Document tab is displayed with the Browse button visible
2. A 'Select Document' file dialog opens showing local folders and files (e.g., Downloads)","1. Upload Document tab displayed with Browse button visible
2. 'Select Document' file dialog opened showing local folders and files correctly"
TC ID - 216,Verify the user can select a PDF document successfully.,"1. Click the 'Browse' button to open the Select Document dialog
2. Navigate to the Downloads folder and select 'imp_he2000_user_manual.pdf'
3. Click the 'Open' button","1. Select Document dialog opens with file filter 'Documents (*.pdf;*.docx;*.txt)'
2. PDF file is highlighted/selected in the dialog
3. Dialog closes and the selected PDF file path is populated in the file path field","1. Select Document dialog opened with correct file filter
2. PDF file was highlighted/selected in the dialog
3. Dialog closed and selected PDF file path was populated in the field correctly"
